Genes	Log2FC	padj	volcano
TCP11L2	0.66502040055058	0.000355189872782	2.29401409037849
TCTA	-0.632919941285598	5.22003087641502E-07	-3.97620999049777
TCTE3	-0.310368158030532	0.053213875556767	-0.395401308371794
TCTEX1D1	-0.274819023428044	0.374412487443993	-0.117251447045309
TCTEX1D2	0.240079518882137	0.515829772543185	0.069021323961247
TCTEX1D4	0.123320270690487	0.772141459981984	0.013849252090546
TCTN1	-0.252942149082234	0.116877993777097	-0.235809682168962
TCTN2	0.604047348044138	0.033248720753008	0.892917927034633
TCTN3	-0.202467167917791	0.025104804965868	-0.323996698200392
TDG	-0.03230225249384	0.399177500408007	-0.012883234815542
TDGF3	-0.991945673456934	0.067761329915873	-1.15960242558262
TDO2	0.088883291503915	0.977504812455003	0.000878264318971
TDP1	-0.157569428125729	0.023356248297471	-0.257089793058893
TDP2	-0.642709713709486	4.00835049251985E-08	-4.754145804011
TDRD10	-0.316505118963055	0.393022657652494	-0.128368909540579
TDRD3	-0.392102609114256	0.000984563881526	-1.17895691187946
TDRD6	-0.793910663895463	0.001470447715993	-2.24879197880991
TDRD7	-0.351929305208727	0.002230645678631	-0.933164979704397
TEAD1	0.198059302631709	0.232710623789247	0.125407939824203
TEAD3	-0.159898152802438	0.064796247719096	-0.190030982551796
TEC	-0.509575186408496	0.016813240979349	-0.904163999419262
TECPR1	0.033792981540286	0.769619870791256	0.003843063833897
TECPR2	-0.027341980680023	0.348191800677649	-0.012527588627039
TECR	-0.730025327748066	1.60516894322241E-07	-4.96014194251076
TECTA	0.418135324257718	0.015263393768358	0.759479632758687
TEF	-0.747223725172506	1.63832256117956E-05	-3.57591429861051
TEKT4	-0.495808550861924	0.111446722860241	-0.472472179873773
TELO2	-0.163325905160072	0.115000195961065	-0.153412254575159
TENC1	0.32856320207455	0.074032549415808	0.371466096176879
TEP1	0.262915873759367	0.020792964284395	0.442246477434882
TERC	-0.887300966255522	0.016454992711299	-1.58268077939468
TERF1	-0.196561399910148	0.039713485995217	-0.275394706015084
TERF2	-0.062768632704286	0.467808758607311	-0.020709358639137
TERF2IP	0.20188316800727	0.113197259238015	0.19101460359533
TES	0.729457836963272	0.000971620731089	2.19749408810226
TESK1	-0.254378084860815	0.008362459256548	-0.528512694291102
TESK2	-0.858679841660387	9.68367586915068E-07	-5.16406601072522
TET1	-0.452711065485472	0.070219508971491	-0.522221323777032
TET2	0.35335339233678	0.008075151579459	0.739515405718444
TET3	0.033073815482458	0.97530707216952	0.000359136212775
TEX10	-0.056446447840986	0.35234413287177	-0.025572101112478
TEX11	-0.568956429394484	0.286841575760357	-0.308578014450022
TEX12	-0.699299304004819	0.007889922472791	-1.47057557222286
TEX14	-0.867256835410833	7.1293454734753E-07	-5.33098469908457
TEX19	-0.354201247236069	0.219234730808104	-0.233450728328747
TEX2	-0.30997552643852	0.030735672026569	-0.468793746112992
TEX261	-0.248405384736303	0.002006726966157	-0.670076434970781
TEX264	-0.665054130666471	4.21716540137279E-07	-4.23970635973617
TEX9	0.443195533467304	0.248585969783622	0.267922064828992
TFAM	-0.160112088970472	0.072764151162397	-0.182220771714612
TFAP2A	0.708653002091032	0.306571687116837	0.363870608585175
TFAP2E	0.384419888285801	0.216428660845893	0.255518220995913
TFAP4	-0.312576414245477	0.003928797170965	-0.751977705212368
TFB1M	-0.584226573343772	3.52086727387622E-05	-2.60176561267089
TFB2M	-0.284972712337627	0.076030406176499	-0.318888081232802
TFCP2	0.149319897801189	0.805374457833263	0.014036391133412
TFDP1	-0.17648366142408	0.229523853699014	-0.112803445355325
TFDP2	-0.428288291632052	0.000603619378095	-1.37876144075636
TFE3	0.022662760425174	0.65729410726297	0.004130067379741
TFEB	0.399562532088684	0.164797227641129	0.312877480168059
TFG	-0.457929505148606	1.26768205146133E-07	-3.15833506138139
TFIP11	-0.27976179605127	0.032910869025235	-0.414791806330181
TFPT	-0.329021484205057	0.012356419825672	-0.627808310474326
TFRC	0.037310603227866	0.965150762869969	0.000574763937012
TG	0.142940815271126	0.346312582196055	0.065828780861197
TGDS	-0.395372797347019	0.042078596365724	-0.54400875476593
TGFBI	-0.115784946034095	0.458492403632777	-0.039212639359464
TGFBR1	0.19512451562172	0.297832090104888	0.102641058359816
TGFBR2	0.46592310021129	0.002006726966157	1.2568330203129
TGFBR3	-0.262989427830766	0.276625819077255	-0.146776316111904
TGFBRAP1	0.707997092422324	0.004346436579787	1.67219472295587
TGIF1	-0.053805653327214	0.662248446323484	-0.009630084819995
TGIF2	0.179960108849245	0.554507610755342	0.046086432137205
TGM1	0.382802561648171	0.170904126764584	0.293704289427156
TGM2	0.643921178614193	0.00845953920747	1.33462535090757
TGOLN2	0.079866064775282	0.378374701981565	0.033709701548342
TGS1	-0.003447576644726	0.960350037130397	-6.05754471856229E-05
TH1L	-0.577970795316411	4.00835049251985E-08	-4.27526980343173
THADA	-0.261814160289921	0.022388987425424	-0.431984344346309
THAP10	0.003325239970186	0.889962405785452	0.000168351375274
THAP1	0.068016742578404	0.403368838106276	0.026818842157464
THAP11	-0.235985996102761	0.01103380901782	-0.461889381363616
THAP2	0.050145724801166	0.775067973736032	0.005549136338986
THAP3	-0.621208750304417	0.000135058906024	-2.40375283010467
THAP4	-0.178330846308547	0.066555755288077	-0.209862305000211
THAP5	-0.324264882488442	0.003289660779153	-0.805100701283726
THAP6	-0.261240734460556	0.002824680171152	-0.665910657125004
THAP7	-0.582473563903957	8.79951372506528E-06	-2.94471917419048
THAP8	-0.326310078532777	0.018500066954686	-0.565438816499776
THAP9	-0.259931561728478	0.007257345445798	-0.556051368432138
THBS3	0.134385085117432	0.685950140927035	0.021999839648128
THEM4	-0.674063128146925	6.69155511297393E-07	-4.16198454510221
THEM5	-0.26610731693654	0.567200351611828	-0.065532521533574
THG1L	-0.365764295087783	0.003556627283623	-0.895742729514741
THNSL1	-0.504471298504912	0.001338515737585	-1.44953598324717
THOC1	-0.493495001551014	2.20396835441582E-06	-2.79159988239131
THOC2	-0.166572408279102	0.137679052433217	-0.143440853019233
THOC3	-0.460989974815037	6.92758200513891E-05	-1.91745014868479
THOC4	-0.487450688039314	0.000278527607135	-1.73295141853451
THOC5	-0.407937853787613	0.001412134509546	-1.16267344050813
THOC6	-0.371060249145093	0.000760710324881	-1.15725553954968
THOC7	-0.589684814402694	1.06827390793295E-07	-4.1108799947228
THOP1	-0.644923782585848	0.000265666000123	-2.30603076693545
THRA	0.328990726707374	0.072119301289195	0.375690463419275
THRAP3	-0.163008654903932	0.015758623283584	-0.293820121700024
THRSP	-0.994090874898278	0.286841575760357	-0.539153039689632
THSD1	0.879730101797508	6.47466880766652E-05	3.68499800385747
THSD1P1	-0.624692163298157	0.000506360663559	-2.05869803662766
THTPA	-0.630096549092394	1.29553673023163E-07	-4.33982165661521
THUMPD1	-0.025690968626245	0.685950140927035	-0.004205802970535
THUMPD2	0.019516484604526	0.850893665475049	0.001368587812582
THUMPD3	-0.352363860514425	2.50198335395887E-07	-2.32620598921558
THYN1	-0.405378643414414	0.000394781443742	-1.37976429107262
TIA1	-0.027166915205988	0.925692937480114	-0.000910989517318
TIAF1	-0.711298782872018	0.000204068568864	-2.62485175523846
TIAL1	-0.213416603819618	0.004453784392557	-0.501800231136074
TIAM1	0.430974409496762	0.136634219278869	0.372551742824112
TICAM1	0.037352946750083	0.936444801362284	0.00106522449892
TICAM2	-0.207507397124961	0.099437044497692	-0.208016162189514
TIFA	-0.10233102375262	0.58507892015052	-0.023821183526976
TIFAB	0.423679188510299	0.321540213785944	0.208774149840359
TIGD1	-0.394993789989149	0.018299064839482	-0.68632979574811
TIGD2	-0.376198189842443	0.055746354861657	-0.471671092546272
TIGD4	-0.059492699598126	0.758532636463165	-0.007140654616458
TIGD5	-0.38598866580196	0.011416394186526	-0.749771806735346
TIGD6	-0.512425665273147	4.19074168656555E-08	-3.78052749778211
TIGD7	-0.528877247449762	0.000114908000195	-2.08359110699171
TIGIT	0.791193648337679	0.024074730242515	1.28049831716336
TIMELESS	-0.64029019511867	3.63101286526625E-06	-3.48316086925931
TIMM10	-0.64833334366316	2.6331750635015E-05	-2.96905568667779
TIMM13	-0.458132893345105	0.002896178215343	-1.1628213271387
TIMM16	-0.709773804358263	0.000141931922202	-2.73115275728148
TIMM17A	-0.381279219430427	0.005622325888366	-0.857910265405205
TIMM17B	-0.484116177629052	0.000220410537227	-1.77030037568915
TIMM22	0.193274719426454	0.169748184762107	0.148859195710236
TIMM44	-0.336342337263842	0.003208797544039	-0.838722653580146
TIMM50	-0.586798073639581	1.57982810736278E-05	-2.81744649887011
TIMM8A	-0.900868579687948	4.52385694240208E-09	-7.51728987898096
TIMM8B	-0.686358368913535	4.1460073537084E-06	-3.69423464737569
TIMM9	-0.475605611319391	0.000151419585367	-1.81672684999275
TIMP3	0.653037796254446	0.000114908000195	2.57274018000647
TIMP4	0.524047504389167	0.255104578414964	0.31090781888712
TINAG	-0.110021409346262	0.815759847735863	-0.009730037617255
TINF2	-0.240461204996614	0.002613323745572	-0.621064831883926
TIPARP	-0.100315636714696	0.269918467423701	-0.057056263937625
TIPIN	-0.565349358311509	0.000114908000195	-2.22727844882989
TIPRL	-0.277301659909706	0.003642926993467	-0.676213833052093
TIRAP	-0.293587463202936	0.010413414956817	-0.582009790896587
TJAP1	-0.425088848202505	6.98233952295624E-07	-2.61684654018369
TJP1	0.039238608415214	0.667795476201561	0.006880746107042
TJP2	-0.185686909215186	0.069024742830022	-0.215581610815075
TJP3	0.896435002625796	0.005353236458668	2.03614773913817
TK1	-0.936389414728134	2.58798867412235E-05	-4.29525348039254
TK2	-0.222399633590219	0.084838601285397	-0.238280413072923
TKT	-0.569895459865317	0.032910869025235	-0.844961572857442
TKTL1	-0.769346616787831	0.278264041723856	-0.427405059157306
TLCD1	-0.807737937782815	9.77284424049851E-05	-3.23901218655483
TLE1	-0.543323798415065	0.000350116477318	-1.87761156375001
TLE2	0.341936412888984	0.454050882434106	0.117248449041788
TLE3	0.549900567351384	0.023107232649916	0.899775937794587
TLE4	0.878136093425105	4.69887428513103E-05	3.80057843399635
TLE6	0.110668325250589	0.82084165499333	0.009488770009876
TLK1	-0.392113812918034	9.81459164548947E-06	-1.96375607364238
TLK2	-0.288249924560318	0.00093093278071	-0.873709064650962
TLL2	0.410639295386865	0.182211327063418	0.303636808584549
TLN1	0.171355345392556	0.110529217155448	0.163905312923446
TLN2	-0.025271419398868	0.739518225572204	-0.003311847772295
TLR1	0.795411560362943	0.000360812281394	2.73837824373835
TLR3	0.459074457564058	0.169748184762107	0.353576788143276
TLR4	0.691730146777457	0.00011147252914	2.73429316004654
TLR5	0.945318183420918	0.00012080477216	3.703677150278
TLR6	0.773034225819719	0.001303589545504	2.23009484503769
TLR9	0.106426349748702	0.496903167433123	0.032324687356236
TM2D1	-0.00067860104084	0.960350037130397	-1.1923320565591E-05
TM2D2	0.116407887450334	0.8588799713082	0.007690780978376
TM2D3	-0.44219899355512	7.79199677107711E-05	-1.81670878177283
TM4SF18	0.692305160206857	0.001927706816365	1.87958013719628
TM4SF20	0.735038086329848	0.522836707424452	0.207011664208135
TM4SF4	-0.410273105368102	0.592743331025419	-0.093186693999258
TM7SF3	0.173334236111959	0.362194741328357	0.076450427150195
TM7SF4	0.47377325602554	0.119696490712366	0.436780368454047
TM9SF1	-0.220761013641356	0.010058549068584	-0.440962323302602
TM9SF2	0.0202847598945	0.947038233898737	0.000479379330049
TM9SF3	0.01137250207453	0.931453285562308	0.000350715693597
TM9SF4	-0.314110811244428	7.6693508432094E-05	-1.29264181288647
TMBIM1	-0.195931030061423	0.078034856778024	-0.217035028240886
TMBIM4	-0.474665406327016	5.77828157858623E-05	-2.01172754148911
TMBIM6	-0.335900107728752	0.016991980604294	-0.594461229820564
TMC7	0.625268329428707	0.020156233233551	1.06019911745201
TMCC1	-0.696482473528049	0.001056623403698	-2.07278740250261
TMCC3	0.562562181458672	0.002680271343195	1.44680936539914
TMCO1	-0.413546320209564	0.000944315353092	-1.25092921275057
TMCO3	0.042202312124083	0.55223086995776	0.010883103542788
TMCO4	-0.086172628348799	0.360299872426979	-0.038203419024842
TMCO7	-0.388958015010272	0.018126960521796	-0.677438455105737
TMED10	-0.081627135964195	0.281692877493968	-0.044913220185348
TMED1	-0.237721131238398	0.028947885449161	-0.365706183791201
TMED10P1	-0.107405850864405	0.654641640703122	-0.019762287038314
TMED2	-0.185360325814707	0.063677727789876	-0.22169325591063
TMED4	-0.012246072007506	0.646921268866918	-0.002316327012019
TMED5	-0.513057429659528	0.000245467232513	-1.85214064248099
TMED6	-0.842214837197903	0.017172392266879	-1.48665169001985
TMED7	-0.390532315464875	0.00151119368855	-1.10156664038626
TMED7-TICAM2	0.742004612814972	0.266626221947578	0.425982726949796
TMED8	0.156296562999986	0.414378256709933	0.059799540301775
TMED9	-0.298288945086269	0.037053096926487	-0.426903826399426
TMEFF1	0.607724295184902	0.000878559518661	1.85734450043691
TMEM101	-0.747324095252186	1.41094430026432E-07	-5.11953633882182
TMEM102	0.638488354012138	7.29203106899386E-05	2.6415230449091
TMEM104	-0.776330969432899	4.81276589461385E-08	-5.68088358776466
TMEM105	-0.288926545123796	0.443053471315796	-0.102148204980683
TMEM106A	0.561206699769481	0.030735672026569	0.848745041750334
TMEM106B	-0.188852266713249	0.108761511069292	-0.18196383632144
TMEM106C	-0.498861376820781	0.009064735685992	-1.01899662459913
TMEM107	0.050272049147943	0.993639909287968	0.000139302515603
TMEM109	-0.097448404894854	0.174763725832334	-0.07382191293526
TMEM110	-0.675917585543009	0.001071860169594	-2.00738186267026
TMEM11	-0.215546073468321	0.057261208841844	-0.267738289300267
TMEM111	-0.633460490323448	7.058791069876E-06	-3.26312581247306
TMEM115	-0.643301329635864	4.47661387182487E-10	-6.01425652990549
TMEM116	-0.643513661242546	1.80688098641468E-06	-3.69574429341304
TMEM117	0.158193732409126	0.535050208727351	0.042966281805623
TMEM120A	-0.815583852825901	5.70235540629852E-06	-4.27687745289733
TMEM120B	-0.421250144211876	4.94212770755264E-05	-1.81393936380468
TMEM123	-0.265656478222881	0.044137256364306	-0.360016242464204
TMEM126A	-0.60274853391499	5.18660348581657E-06	-3.18559649463564
TMEM126B	-0.365783206841851	0.000257456100906	-1.31290449830682
TMEM127	0.041809326857525	0.736611592394268	0.005550666887901
TMEM128	0.160474128914808	0.1612003833493	0.127197239422959
TMEM129	-0.142100887406807	0.314012542054018	-0.071484278467936
TMEM131	-0.190591002316417	0.005353236458668	-0.432905271804346
TMEM133	-0.029535685095608	0.764174412434002	-0.00344998978172
TMEM134	-0.223794153833763	0.132503436938265	-0.196440433710139
TMEM135	-0.590223864301404	7.41062037215053E-05	-2.437710398183
TMEM136	0.607952398113446	0.093136787733891	0.626725205102109
TMEM138	-0.108450298524998	0.243603568574939	-0.066514341677863
TMEM139	-0.429122039001886	0.301555412322081	-0.223415039774726
TMEM140	-0.367778453929354	0.016116626605994	-0.659325943570304
TMEM141	-0.622050835553978	7.53805488081808E-05	-2.56455430031353
TMEM143	-0.712452625201385	3.37017292539891E-06	-3.89878856657795
TMEM144	0.753874524592366	0.023356248297471	1.23001934972546
TMEM145	-0.584908990306192	0.231047254020221	-0.372177115979302
TMEM147	-0.066418482142856	0.420768649783268	-0.02497046842623
TMEM149	-0.806939802004727	0.000197997863466	-2.98837203969921
TMEM14B	-0.756557155895655	5.78651630803653E-10	-6.9887593845715
TMEM14C	-0.603241944335725	2.61261016680922E-07	-3.97109671014457
TMEM150A	-0.576479582148578	9.05164908841476E-05	-2.33086392082149
TMEM150C	-0.389310157520267	0.494363334889178	-0.119110901341047
TMEM151A	0.969308468051892	0.027214874055365	1.51715547960101
TMEM151B	-0.323218031997742	0.234191326308901	-0.203766083344347
TMEM160	-0.646160726777954	0.000412300091634	-2.18711614920428
TMEM161A	-0.399676848439083	0.002647765350093	-1.0300154016918
TMEM161B	-0.483005528345616	3.58255145269454E-05	-2.14734963114936
TMEM164	0.221786150376567	0.693857488607095	0.03520405357837
TMEM165	0.675599899067317	1.28533499597844E-06	3.97994797130998
TMEM167A	-0.384935000299136	1.91655298539475E-05	-1.81592284558207
TMEM167B	-0.147177226870833	0.070850438501371	-0.169203396447779
TMEM168	-0.146470832159096	0.200571812698643	-0.102197108439174
TMEM17	0.016152692088153	0.931453285562308	0.000498131596022
TMEM170A	-0.074286169738839	0.522836707424452	-0.020921505852942
TMEM175	-0.386448503563076	0.007257345445798	-0.82669921961715
TMEM177	-0.742657750403066	3.49436278913839E-08	-5.53772555265455
TMEM178	0.798153281976103	0.023842805581587	1.2951175505999
TMEM179B	-0.470628391653078	1.69506208602549E-05	-2.2452807032471
TMEM180	-0.96407580487774	3.88165583177215E-07	-6.18067357080972
TMEM18	-0.457172128571861	8.33984500335621E-06	-2.32190501727573
TMEM181	0.086420326320734	0.876261400400561	0.004957615981743
TMEM182	-0.102309896760587	0.818433419403933	-0.008902663989077
TMEM183A	-0.446698621600408	4.2442773805979E-05	-1.95305403419974
TMEM184A	0.306193139431172	0.382445905984302	0.12781419722089
TMEM184B	0.529160259577135	2.97534078128391E-05	2.39522448689747
TMEM184C	0.030028316356823	0.864693259492763	0.001895925629519
TMEM185A	0.067082279430881	0.791784767643541	0.006801663996514
TMEM185B	0.195945606394412	0.157703244098775	0.157179604718027
TMEM186	-0.439101471460403	0.001321262544116	-1.26417791220268
TMEM187	-0.500406657834895	0.002896178215343	-1.27011952737977
TMEM188	0.007144677868949	0.962752363137364	0.000117782920412
TMEM189	-0.243310287313031	0.026412775651475	-0.383988878750616
TMEM19	-0.473511557750181	5.02016144216356E-05	-2.03575986677946
TMEM191A	-0.161867633214686	0.52038586826512	-0.045917720851521
TMEM192	-0.44383343416171	0.002115790731158	-1.18704463177115
TMEM194A	-0.241921574479095	0.189948890553511	-0.174513330480807
TMEM194B	-0.398388134228229	0.001470447715993	-1.12845447409616
TMEM198	-0.827394049523843	0.000417991182697	-2.79562621870251
TMEM199	-0.546611092470245	3.57530750339141E-08	-4.07044149752254
TMEM20	0.047319822426591	0.962752363137364	0.000780086517688
TMEM200B	0.184756314223375	0.853502473557689	0.012710350527235
TMEM201	-0.230046612974568	0.055746354861657	-0.288428653321611
TMEM2	-0.112479424258917	0.422951557747827	-0.042034614910162
TMEM203	-0.620198002642388	8.76282469747599E-09	-4.99715602111649
TMEM205	-0.554590572197354	0.01103380901782	-1.08548600566444
TMEM206	0.11460212814053	0.592743331025419	0.026029962254323
TMEM208	-0.362230638062353	0.042866552958454	-0.495488566132358
TMEM209	-0.121556796465677	0.196519480228739	-0.085891350837308
TMEM214	-0.325900392144653	0.00021348766535	-1.19625884783729
TMEM216	0.096716756520431	0.683455999441561	0.015986258510303
TMEM217	0.380221521561696	0.099437044497692	0.38115374580836
TMEM218	-0.35542126204218	0.000135058906024	-1.37529431788364
TMEM219	-0.356146129555807	0.030426382914919	-0.540184525705633
TMEM22	0.064028231348933	0.970596890772808	0.000829876581143
TMEM220	-0.917749528144862	0.020377289416678	-1.55178008095258
TMEM222	-0.562655781864231	2.83786389120625E-06	-3.12105636962473
TMEM223	-0.616421044600055	6.98233952295624E-07	-3.79468735695844
TMEM229B	0.907952672232825	5.38457707955023E-05	3.87591231375906
TMEM232	-0.713259370212762	0.024348900077316	-1.15085872447454
TMEM25	-0.444506122957509	0.039713485995217	-0.622780632971408
TMEM27	0.196463996348116	0.685950140927035	0.032162619925507
TMEM30A	-0.028662807494882	0.717623625197419	-0.004130404348512
TMEM30B	0.303357475277585	0.427083011807038	0.11208685681165
TMEM31	0.4180473474795	0.414378256709933	0.159946186427994
TMEM33	-0.136641011912782	0.191282496377149	-0.098152623317239
TMEM35	0.888649348336319	0.000400540925379	3.01905562118668
TMEM37	-0.216420585445506	0.412218504132182	-0.08329433545438
TMEM38A	-0.213920348033107	0.328771320083512	-0.103346219607822
TMEM38B	-0.54991087857132	0.000204068568864	-2.02929425664765
TMEM39A	-0.283703222019812	0.001321262544116	-0.816784661880876
TMEM39B	-0.267561481982272	0.008563031547238	-0.553149238131926
TMEM40	-0.935266592192185	0.019308213737126	-1.60328814641777
TMEM41A	-0.312122920414311	0.001880089181428	-0.850791382598167
TMEM41B	-0.72593962335639	1.46467309580546E-09	-6.41313886583179
TMEM42	-0.712690853184906	8.26059585222793E-08	-5.04798120630478
TMEM43	0.473761619209813	2.41590491252936E-05	2.18731957222678
TMEM44	0.546173570248137	0.005353236458668	1.24056967541459
TMEM45A	0.610949513455088	0.297832090104888	0.321376862695283
TMEM45B	-0.791668122476476	0.153004435101743	-0.645443837917955
TMEM48	-0.23338924438087	0.098653141078565	-0.234763692877016
TMEM49	-0.322220166502821	0.003556627283623	-0.789104828776853
TMEM5	-0.267393716585286	0.00657708117996	-0.583444211495699
TMEM50A	-0.048767650966081	0.805374457833263	-0.004584263944039
TMEM50B	-0.084241301998404	0.356254766175138	-0.037760263646571
TMEM53	-0.810484309577232	8.04730698053467E-06	-4.12889028159667
TMEM55B	-0.339926456920036	0.000891088565694	-1.03680259167856
TMEM57	-0.695360479204397	1.47347003180714E-07	-4.75046546226754
TMEM59	-0.104171383287611	0.382445905984302	-0.043484258834247
TMEM60	-0.371457219256522	0.000631206712796	-1.18859935626067
TMEM62	-0.158272364026633	0.238768587539521	-0.098449020567341
TMEM63A	0.201943796052492	0.226479309067528	0.13024798670781
TMEM63B	-0.22128245615102	0.0408752153583	-0.307259529751939
TMEM63C	0.921228324718508	0.000551995986509	3.00142091420536
TMEM64	-0.395803998812479	0.028056154993426	-0.614276663444575
TMEM65	0.903855858003125	3.50500775534187E-07	5.83467067772725
TMEM66	0.151358309058215	0.183443416534134	0.111475072183318
TMEM67	0.222706319196254	0.659681061441624	0.04023545624551
TMEM68	-0.280542668762363	0.031027742740721	-0.423128429120063
TMEM69	-0.443441817135219	1.52552689078821E-05	-2.13587304635649
TMEM70	-0.471992114066745	0.016813240979349	-0.83747852904053
TMEM79	-0.511286224359089	0.000189234101416	-1.90351891890076
TMEM80	-0.157141139755913	0.223499622334722	-0.102255386318332
TMEM81	-0.514301878342973	0.00151119368855	-1.45068095477894
TMEM84	0.369669914271573	0.16849661413776	0.285905972797543
TMEM85	-0.438477257153592	5.48401812390497E-06	-2.30678549263923
TMEM86A	0.535285400542836	0.006996388811451	1.15360751807003
TMEM86B	-0.991986580813816	0.000984563881526	-2.98266170323119
TMEM87A	0.39381332088927	0.000437534800875	1.32281398208002
TMEM87B	0.595526152464076	4.21716540137279E-07	3.7964669333922
TMEM88	0.263621178724917	0.350264193657311	0.120106931234111
TMEM8A	0.220898777814716	0.250194825614843	0.132919582896488
TMEM8B	-0.321400783438982	0.013212227562077	-0.603919771174381
TMEM9	-0.354150590752496	0.00691368892348	-0.765068038176047
TMEM91	-0.187321882122736	0.823407315274566	-0.015807209282703
TMEM92	0.725109159179327	0.447607110732026	0.253137799360383
TMEM93	-0.273219993336762	0.067761329915873	-0.319399111734451
TMEM98	-0.303856140978623	0.000842525760692	-0.93418042808972
TMEM99	0.111312560613052	0.826131376933452	0.009233475166925
TMEM9B	0.194585463519708	0.135631377820852	0.168830097790678
TMF1	0.036143680810577	0.582437249901749	0.008484760060171
TMLHE	-0.350336952434327	0.001710235112577	-0.969362792059319
TMOD1	-0.623394273368652	0.011416394186526	-1.21092532518013
TMOD3	0.232086635392068	0.035600639700131	0.33618728500696
TMOD4	0.071969830000758	0.965150762869969	0.001108683839408
TMPO	-0.435634672052217	0.001134132170211	-1.28309062638129
TMPPE	-0.09653055069733	0.696496930231233	-0.015163095487292
TMPRSS2	0.050111555788833	0.346312582196055	0.023077961451246
TMPRSS5	-0.337390297624891	0.058257322696069	-0.416558754815704
TMSB4Y	-0.807183431105362	0.031952311317748	-1.20714098167522
TMTC1	0.563664094210974	0.025617163836765	0.897053906504346
TMTC3	-0.174502386018161	0.067159570722698	-0.204672467983729
TMTC4	-0.304239134541095	0.025617163836765	-0.484187137258808
TMUB1	-0.661871653781363	2.24632991682109E-06	-3.73859954876622
TMUB2	-0.469702408865903	1.57277719078455E-06	-2.72583939458934
TMX1	0.012705355371477	0.954998245872894	0.000254074405387
TMX2	-0.382313063644347	4.69887428513103E-05	-1.65465329987111
TMX3	0.400883975474335	3.64712623333643E-05	1.77914280854855
TMX4	-0.343066086382124	0.004030041368219	-0.821537096497413
TNFAIP1	-0.161430840655796	0.193953587790252	-0.114987540094155
TNFAIP3	0.217412015027255	0.183443416534134	0.160123485915547
TNFAIP8	0.862337522958836	1.31622707320159E-05	4.20878417152069
TNFAIP8L1	-0.439810001171157	0.018126960521796	-0.766006088666337
TNFAIP8L2	0.715114659930332	0.001927706816365	1.94150699414303
TNFRSF10A	0.232486312762623	0.203418971454184	0.160789520720271
TNFRSF10B	-0.104810472614427	0.344333525854528	-0.048529417389036
TNFRSF10C	0.584858512099114	0.062114852928799	0.705809906917721
TNFRSF10D	-0.310598563642567	0.140924309721016	-0.26432375206001
TNFRSF11A	0.801683633689177	0.034905687038287	1.16813627664945
TNFRSF12A	0.394499148760067	0.238768587539521	0.245387468930095
TNFRSF13B	0.72694151741008	0.121611866920463	0.665168967315046
TNFRSF13C	0.919168865414162	0.039328433476047	1.29170189592729
TNFRSF14	-0.173178835267206	0.370557312645404	-0.074665121714747
TNFRSF1A	-0.126810957895119	0.192639021887943	-0.090702264961085
TNFRSF1B	0.174600888025672	0.358301269177217	0.07782863453482
TNFRSF25	0.165391209530641	0.380407297664171	0.069423152092103
TNFRSF4	0.306842997388152	0.317811997608132	0.15275556099504
TNFRSF6B	0.367762383746746	0.095495359628451	0.37512415237044
TNFSF10	-0.459870729738584	0.200571812698643	-0.320865650466489
TNFSF11	0.428093017727136	0.429282385970494	0.157220127803424
TNFSF12	0.726167943450706	6.37045580048551E-05	3.04687687412246
TNFSF13	0.970925510861446	3.57530750339141E-08	7.23017799099793
TNFSF14	-0.348069094605018	0.479954499308671	-0.110964403934691
TNFSF4	-0.190685373762826	0.301555412322081	-0.099277073866376
TNIP1	-0.349744637051975	0.067761329915873	-0.408857803720831
TNIP2	0.087760321245481	0.51331932432203	0.025416476037621
TNK1	0.042090825639705	0.936444801362284	0.001200338461947
TNK2	0.036362633137453	0.901215060300752	0.001642556840755
TNKS	-0.150376311415198	0.306571687116837	-0.077213417271904
TNKS1BP1	0.049697004564421	0.783397521267535	0.005268767434835
TNKS2	0.086788970600791	0.288745864088093	0.046821280782939
TNN	0.753434546628529	0.011416394186526	1.46352479057594
TNNC1	-0.914094195364974	0.108761511069292	-0.880752396794512
TNNI1	0.853757383495668	0.032264562710121	1.27318637325713
TNNI2	0.90011603812304	0.009169107007793	1.83414211068344
TNPO1	-0.078082516892971	0.504019270293759	-0.023233676119775
TNPO2	0.106694342449805	0.515829772543185	0.030673940073478
TNPO3	-0.026800744953739	0.667795476201561	-0.004699685563639
TNRC18	-0.267992958231372	0.004975167181315	-0.617239323482759
TNRC6A	-0.151215467044174	0.16849661413776	-0.116951376182424
TNRC6B	0.123348987451576	0.651991962017704	0.022913031405916
TNRC6C	-0.15830264123575	0.148580418508446	-0.131080669358497
TNS1	0.664621881315923	5.38457707955023E-05	2.83717005584795
TNS3	0.258413619893293	0.038172353297381	0.366495391699521
TNS4	0.451745715578953	0.082764105674435	0.488860228085395
TOB1	-0.670510549638496	0.002970200976048	-1.69452375784453
TOB2	-0.083250012261839	0.418715600030268	-0.03147523609417
TOE1	-0.455772095971107	2.67457797659098E-06	-2.53990154856907
TOLLIP	-0.618636197411883	5.09595303467908E-06	-3.27430194190846
TOM1	-0.367217324319576	0.009169107007793	-0.748268811776203
TOM1L1	-0.712934511987166	1.57982810736278E-05	-3.42307675324042
TOM1L2	-0.087139683171101	0.506292429294369	-0.025758365445332
